case_id,start_time,end_time,Activity,defectFixed,defectType,numberRepairs,Role,phoneType
1045,2017-01-22T23:07:00,2017-01-22T23:07:00,Inform User,,,,System,
1046,2017-01-23T12:37:00,2017-01-23T12:37:00,Register,,,,System,
1046,2017-01-23T12:37:00,2017-01-23T12:43:00,Analyze Defect,,7,,Tester5,T3
1046,2017-01-23T12:51:00,2017-01-23T13:09:00,Repair (Complex),,,,SolverC1,
1046,2017-01-23T13:06:00,2017-01-23T13:06:00,Inform User,,,,System,
1046,2017-01-23T13:09:00,2017-01-23T13:18:00,Test Repair,TRUE,,0,Tester5,
1047,2017-01-23T16:15:00,2017-01-23T16:15:00,Register,,,,System,
1047,2017-01-23T16:15:00,2017-01-23T16:20:00,Analyze Defect,,2,,Tester2,T1
1047,2017-01-23T16:33:00,2017-01-23T16:39:00,Repair (Simple),,,,SolverS2,
1047,2017-01-23T16:39:00,2017-01-23T16:46:00,Test Repair,FALSE,,1,Tester3,
1047,2017-01-23T16:49:00,2017-01-23T16:49:00,Inform User,,,,System,
1047,2017-01-23T16:51:00,2017-01-23T16:51:00,Restart Repair,,,,System,
1047,2017-01-23T16:51:00,2017-01-23T17:00:00,Repair (Simple),,,,SolverS2,
1047,2017-01-23T17:00:00,2017-01-23T17:10:00,Test Repair,TRUE,,2,Tester2,
1048,2017-01-23T13:02:00,2017-01-23T13:02:00,Register,,,,System,
1048,2017-01-23T13:02:00,2017-01-23T13:11:00,Analyze Defect,,7,,Tester2,T3
1048,2017-01-23T13:30:00,2017-01-23T13:30:00,Inform User,,,,System,
1048,2017-01-23T13:33:00,2017-01-23T13:47:00,Repair (Complex),,,,SolverC1,
1048,2017-01-23T13:47:00,2017-01-23T13:55:00,Test Repair,TRUE,,0,Tester3,
1049,2017-01-22T14:36:00,2017-01-22T14:36:00,Register,,,,System,
1049,2017-01-22T14:36:00,2017-01-22T14:45:00,Analyze Defect,,8,,Tester5,T2
1049,2017-01-22T14:49:00,2017-01-22T15:08:00,Repair (Complex),,,,SolverC2,
1049,2017-01-22T15:08:00,2017-01-22T15:13:00,Test Repair,TRUE,,0,Tester6,
1049,2017-01-22T15:34:00,2017-01-22T15:34:00,Inform User,,,,System,
105,2017-01-03T08:16:00,2017-01-03T08:16:00,Register,,,,System,
105,2017-01-03T08:16:00,2017-01-03T08:22:00,Analyze Defect,,9,,Tester4,T1
105,2017-01-03T08:40:00,2017-01-03T09:29:00,Repair (Complex),,,,SolverC3,
105,2017-01-03T09:00:00,2017-01-03T09:00:00,Inform User,,,,System,
105,2017-01-03T09:29:00,2017-01-03T09:39:00,Test Repair,TRUE,,0,Tester2,
105,2017-01-03T09:44:00,2017-01-03T09:44:00,Archive Repair,TRUE,,0,System,
1050,2017-01-22T19:29:00,2017-01-22T19:29:00,Register,,,,System,
1050,2017-01-22T19:29:00,2017-01-22T19:36:00,Analyze Defect,,3,,Tester6,T2
1050,2017-01-22T19:50:00,2017-01-22T20:04:00,Repair (Simple),,,,SolverS3,
1050,2017-01-22T20:01:00,2017-01-22T20:01:00,Inform User,,,,System,
1050,2017-01-22T20:04:00,2017-01-22T20:11:00,Test Repair,TRUE,,1,Tester3,
1051,2017-01-23T17:39:00,2017-01-23T17:39:00,Register,,,,System,
1051,2017-01-23T17:39:00,2017-01-23T17:45:00,Analyze Defect,,1,,Tester2,T2
1051,2017-01-23T18:06:00,2017-01-23T18:12:00,Repair (Simple),,,,SolverS1,
1051,2017-01-23T18:12:00,2017-01-23T18:12:00,Inform User,,,,System,
1051,2017-01-23T18:12:00,2017-01-23T18:22:00,Test Repair,FALSE,,1,Tester3,
1051,2017-01-23T18:27:00,2017-01-23T18:27:00,Restart Repair,,,,System,
1051,2017-01-23T18:27:00,2017-01-23T18:35:00,Repair (Simple),,,,SolverS2,
1051,2017-01-23T18:35:00,2017-01-23T18:40:00,Test Repair,TRUE,,2,Tester1,
1052,2017-01-22T22:57:00,2017-01-22T22:57:00,Register,,,,System,
1052,2017-01-22T22:57:00,2017-01-22T23:03:00,Analyze Defect,,7,,Tester2,T3
1052,2017-01-22T23:19:00,2017-01-22T23:36:00,Repair (Complex),,,,SolverC1,
1052,2017-01-22T23:19:00,2017-01-22T23:19:00,Inform User,,,,System,
1052,2017-01-22T23:36:00,2017-01-22T23:42:00,Test Repair,TRUE,,0,Tester2,
1053,2017-01-22T22:17:00,2017-01-22T22:17:00,Register,,,,System,
1053,2017-01-22T22:17:00,2017-01-22T22:27:00,Analyze Defect,,2,,Tester2,T1
1053,2017-01-22T22:43:00,2017-01-22T22:49:00,Repair (Simple),,,,SolverS2,
1053,2017-01-22T22:49:00,2017-01-22T22:55:00,Test Repair,TRUE,,1,Tester3,
1053,2017-01-22T23:14:00,2017-01-22T23:14:00,Inform User,,,,System,
1054,2017-01-23T16:51:00,2017-01-23T16:51:00,Register,,,,System,
1054,2017-01-23T16:51:00,2017-01-23T17:00:00,Analyze Defect,,2,,Tester4,T3
1054,2017-01-23T17:27:00,2017-01-23T17:27:00,Inform User,,,,System,
1054,2017-01-23T17:28:00,2017-01-23T17:34:00,Repair (Simple),,,,SolverS2,
1054,2017-01-23T17:34:00,2017-01-23T17:40:00,Test Repair,TRUE,,1,Tester3,
1055,2017-01-22T18:14:00,2017-01-22T18:14:00,Register,,,,System,
1055,2017-01-22T18:14:00,2017-01-22T18:23:00,Analyze Defect,,2,,Tester2,T3
1055,2017-01-22T18:46:00,2017-01-22T18:57:00,Repair (Simple),,,,SolverS2,
1055,2017-01-22T18:57:00,2017-01-22T19:07:00,Test Repair,TRUE,,1,Tester2,
1055,2017-01-22T19:09:00,2017-01-22T19:09:00,Inform User,,,,System,
1056,2017-01-22T14:35:00,2017-01-22T14:35:00,Register,,,,System,
1056,2017-01-22T14:35:00,2017-01-22T14:41:00,Analyze Defect,,2,,Tester4,T3
1056,2017-01-22T14:46:00,2017-01-22T14:51:00,Repair (Simple),,,,SolverS1,
1056,2017-01-22T14:51:00,2017-01-22T14:59:00,Test Repair,FALSE,,1,Tester3,
1056,2017-01-22T15:08:00,2017-01-22T15:08:00,Restart Repair,,,,System,
1056,2017-01-22T15:08:00,2017-01-22T15:20:00,Repair (Simple),,,,SolverS2,
1056,2017-01-22T15:19:00,2017-01-22T15:19:00,Inform User,,,,System,
1056,2017-01-22T15:20:00,2017-01-22T15:30:00,Test Repair,TRUE,,2,Tester2,
1057,2017-01-24T04:43:00,2017-01-24T04:43:00,Register,,,,System,
1057,2017-01-24T04:43:00,2017-01-24T04:48:00,Analyze Defect,,7,,Tester3,T2
1057,2017-01-24T05:06:00,2017-01-24T05:06:00,Inform User,,,,System,
1057,2017-01-24T05:16:00,2017-01-24T05:30:00,Repair (Complex),,,,SolverC2,
1057,2017-01-24T05:30:00,2017-01-24T05:38:00,Test Repair,TRUE,,0,Tester4,
1058,2017-01-24T03:58:00,2017-01-24T03:58:00,Register,,,,System,
1058,2017-01-24T03:58:00,2017-01-24T04:06:00,Analyze Defect,,5,,Tester3,T1
1058,2017-01-24T04:23:00,2017-01-24T04:23:00,Inform User,,,,System,
1058,2017-01-24T04:31:00,2017-01-24T04:42:00,Repair (Simple),,,,SolverS2,
1058,2017-01-24T04:42:00,2017-01-24T04:50:00,Test Repair,FALSE,,1,Tester1,
1058,2017-01-24T04:57:00,2017-01-24T04:57:00,Restart Repair,,,,System,
1058,2017-01-24T04:57:00,2017-01-24T05:16:00,Repair (Complex),,,,SolverC1,
1058,2017-01-24T05:16:00,2017-01-24T05:25:00,Test Repair,TRUE,,1,Tester6,
1059,2017-01-24T05:04:00,2017-01-24T05:04:00,Register,,,,System,
1059,2017-01-24T05:04:00,2017-01-24T05:11:00,Analyze Defect,,7,,Tester5,T2
1059,2017-01-24T05:25:00,2017-01-24T05:43:00,Repair (Complex),,,,SolverC1,
1059,2017-01-24T05:43:00,2017-01-24T05:50:00,Test Repair,TRUE,,0,Tester6,
1059,2017-01-24T05:59:00,2017-01-24T05:59:00,Inform User,,,,System,
106,2017-01-03T22:58:00,2017-01-03T22:58:00,Register,,,,System,
106,2017-01-03T22:58:00,2017-01-03T23:05:00,Analyze Defect,,4,,Tester3,T1
106,2017-01-03T23:10:00,2017-01-03T23:23:00,Repair (Simple),,,,SolverS2,
106,2017-01-03T23:20:00,2017-01-03T23:20:00,Inform User,,,,System,
106,2017-01-03T23:23:00,2017-01-03T23:33:00,Test Repair,TRUE,,1,Tester6,
106,2017-01-03T23:38:00,2017-01-03T23:38:00,Archive Repair,TRUE,,1,System,
1060,2017-01-23T14:19:00,2017-01-23T14:19:00,Register,,,,System,
1060,2017-01-23T14:19:00,2017-01-23T14:29:00,Analyze Defect,,6,,Tester2,T2
1060,2017-01-23T14:30:00,2017-01-23T14:45:00,Repair (Complex),,,,SolverC1,
1060,2017-01-23T14:45:00,2017-01-23T14:53:00,Test Repair,TRUE,,0,Tester5,
1060,2017-01-23T14:57:00,2017-01-23T14:57:00,Inform User,,,,System,
1061,2017-01-24T05:07:00,2017-01-24T05:07:00,Register,,,,System,
1061,2017-01-24T05:07:00,2017-01-24T05:13:00,Analyze Defect,,2,,Tester6,T3
1061,2017-01-24T05:18:00,2017-01-24T05:24:00,Repair (Simple),,,,SolverS1,
1061,2017-01-24T05:24:00,2017-01-24T05:30:00,Test Repair,FALSE,,1,Tester2,
1061,2017-01-24T05:40:00,2017-01-24T05:40:00,Restart Repair,,,,System,
1061,2017-01-24T05:40:00,2017-01-24T05:54:00,Repair (Simple),,,,SolverS3,
1061,2017-01-24T05:45:00,2017-01-24T05:45:00,Inform User,,,,System,
1061,2017-01-24T05:54:00,2017-01-24T06:00:00,Test Repair,TRUE,,2,Tester4,
1062,2017-01-24T06:42:00,2017-01-24T06:42:00,Register,,,,System,
1062,2017-01-24T06:42:00,2017-01-24T06:51:00,Analyze Defect,,5,,Tester6,T3
1062,2017-01-24T06:54:00,2017-01-24T07:06:00,Repair (Simple),,,,SolverS2,
1062,2017-01-24T07:06:00,2017-01-24T07:14:00,Test Repair,TRUE,,1,Tester3,
1062,2017-01-24T07:25:00,2017-01-24T07:25:00,Inform User,,,,System,
1063,2017-01-22T20:57:00,2017-01-22T20:57:00,Register,,,,System,
1063,2017-01-22T20:57:00,2017-01-22T21:05:00,Analyze Defect,,2,,Tester3,T1
1063,2017-01-22T21:11:00,2017-01-22T21:27:00,Repair (Simple),,,,SolverS3,
1063,2017-01-22T21:27:00,2017-01-22T21:35:00,Test Repair,TRUE,,1,Tester2,
1063,2017-01-22T21:50:00,2017-01-22T21:50:00,Inform User,,,,System,
1064,2017-01-24T04:13:00,2017-01-24T04:13:00,Register,,,,System,
1064,2017-01-24T04:13:00,2017-01-24T04:18:00,Analyze Defect,,7,,Tester2,T3
1064,2017-01-24T04:32:00,2017-01-24T04:43:00,Repair (Complex),,,,SolverC1,
1064,2017-01-24T04:43:00,2017-01-24T04:49:00,Test Repair,TRUE,,0,Tester6,
1064,2017-01-24T04:58:00,2017-01-24T04:58:00,Inform User,,,,System,
1065,2017-01-23T20:10:00,2017-01-23T20:10:00,Register,,,,System,
1065,2017-01-23T20:10:00,2017-01-23T20:19:00,Analyze Defect,,7,,Tester3,T1
1065,2017-01-23T20:25:00,2017-01-23T21:09:00,Repair (Complex),,,,SolverC3,
1065,2017-01-23T20:43:00,2017-01-23T20:43:00,Inform User,,,,System,
1065,2017-01-23T21:09:00,2017-01-23T21:18:00,Test Repair,TRUE,,0,Tester1,
1066,2017-01-24T04:48:00,2017-01-24T04:48:00,Register,,,,System,
1066,2017-01-24T04:48:00,2017-01-24T04:58:00,Analyze Defect,,3,,Tester4,T3
1066,2017-01-24T05:11:00,2017-01-24T05:22:00,Repair (Simple),,,,SolverS2,
1066,2017-01-24T05:22:00,2017-01-24T05:22:00,Inform User,,,,System,
1066,2017-01-24T05:22:00,2017-01-24T05:28:00,Test Repair,TRUE,,1,Tester4,
1067,2017-01-24T06:13:00,2017-01-24T06:13:00,Register,,,,System,
1067,2017-01-24T06:13:00,2017-01-24T06:20:00,Analyze Defect,,6,,Tester3,T1
1067,2017-01-24T06:39:00,2017-01-24T06:45:00,Repair (Simple),,,,SolverS1,
1067,2017-01-24T06:45:00,2017-01-24T06:53:00,Test Repair,FALSE,,1,Tester3,
1067,2017-01-24T06:58:00,2017-01-24T06:58:00,Restart Repair,,,,System,
1067,2017-01-24T06:58:00,2017-01-24T07:10:00,Repair (Complex),,,,SolverC2,
1067,2017-01-24T07:01:00,2017-01-24T07:01:00,Inform User,,,,System,
1067,2017-01-24T07:10:00,2017-01-24T07:20:00,Test Repair,TRUE,,1,Tester2,
1068,2017-01-23T10:48:00,2017-01-23T10:48:00,Register,,,,System,
1068,2017-01-23T10:48:00,2017-01-23T10:57:00,Analyze Defect,,4,,Tester4,T3
1068,2017-01-23T11:22:00,2017-01-23T11:34:00,Repair (Simple),,,,SolverS2,
1068,2017-01-23T11:34:00,2017-01-23T11:41:00,Test Repair,TRUE,,1,Tester1,
1068,2017-01-23T11:40:00,2017-01-23T11:40:00,Inform User,,,,System,
1069,2017-01-24T02:00:00,2017-01-24T02:00:00,Register,,,,System,
1069,2017-01-24T02:00:00,2017-01-24T02:08:00,Analyze Defect,,5,,Tester3,T2
1069,2017-01-24T02:34:00,2017-01-24T02:50:00,Repair (Complex),,,,SolverC2,
1069,2017-01-24T02:42:00,2017-01-24T02:42:00,Inform User,,,,System,
1069,2017-01-24T02:50:00,2017-01-24T02:55:00,Test Repair,TRUE,,0,Tester3,
107,2017-01-03T13:58:00,2017-01-03T13:58:00,Register,,,,System,
107,2017-01-03T13:58:00,2017-01-03T14:05:00,Analyze Defect,,5,,Tester3,T3
107,2017-01-03T14:10:00,2017-01-03T14:28:00,Repair (Simple),,,,SolverS3,
107,2017-01-03T14:24:00,2017-01-03T14:24:00,Inform User,,,,System,
107,2017-01-03T14:28:00,2017-01-03T14:34:00,Test Repair,TRUE,,1,Tester1,
107,2017-01-03T14:43:00,2017-01-03T14:43:00,Archive Repair,TRUE,,1,System,
1070,2017-01-23T12:58:00,2017-01-23T12:58:00,Register,,,,System,
1070,2017-01-23T12:58:00,2017-01-23T13:06:00,Analyze Defect,,3,,Tester3,T3
1070,2017-01-23T13:24:00,2017-01-23T13:24:00,Inform User,,,,System,
1070,2017-01-23T13:29:00,2017-01-23T13:34:00,Repair (Simple),,,,SolverS1,
1070,2017-01-23T13:34:00,2017-01-23T13:42:00,Test Repair,FALSE,,1,Tester3,
1070,2017-01-23T13:48:00,2017-01-23T13:48:00,Restart Repair,,,,System,
1070,2017-01-23T13:48:00,2017-01-23T13:53:00,Repair (Simple),,,,SolverS1,
1070,2017-01-23T13:53:00,2017-01-23T13:58:00,Test Repair,FALSE,,2,Tester4,
1070,2017-01-23T14:07:00,2017-01-23T14:07:00,Restart Repair,,,,System,
1070,2017-01-23T14:07:00,2017-01-23T14:19:00,Repair (Simple),,,,SolverS2,
1070,2017-01-23T14:19:00,2017-01-23T14:28:00,Test Repair,TRUE,,3,Tester1,
1071,2017-01-23T22:19:00,2017-01-23T22:19:00,Register,,,,System,
1071,2017-01-23T22:19:00,2017-01-23T22:25:00,Analyze Defect,,1,,Tester1,T3
1071,2017-01-23T22:47:00,2017-01-23T22:56:00,Repair (Simple),,,,SolverS2,
1071,2017-01-23T22:55:00,2017-01-23T22:55:00,Inform User,,,,System,
1071,2017-01-23T22:56:00,2017-01-23T23:01:00,Test Repair,TRUE,,1,Tester1,
1072,2017-01-23T03:10:00,2017-01-23T03:10:00,Register,,,,System,
1072,2017-01-23T03:10:00,2017-01-23T03:18:00,Analyze Defect,,1,,Tester2,T3
1072,2017-01-23T03:38:00,2017-01-23T03:38:00,Inform User,,,,System,
1072,2017-01-23T03:43:00,2017-01-23T03:48:00,Repair (Simple),,,,SolverS1,
1072,2017-01-23T03:48:00,2017-01-23T03:53:00,Test Repair,FALSE,,1,Tester6,
1072,2017-01-23T04:02:00,2017-01-23T04:02:00,Restart Repair,,,,System,
1072,2017-01-23T04:02:00,2017-01-23T04:09:00,Repair (Simple),,,,SolverS1,
1072,2017-01-23T04:09:00,2017-01-23T04:19:00,Test Repair,FALSE,,2,Tester4,
1072,2017-01-23T04:25:00,2017-01-23T04:25:00,Restart Repair,,,,System,
1072,2017-01-23T04:25:00,2017-01-23T04:37:00,Repair (Simple),,,,SolverS3,
1072,2017-01-23T04:37:00,2017-01-23T04:47:00,Test Repair,TRUE,,3,Tester3,
1073,2017-01-24T03:50:00,2017-01-24T03:50:00,Register,,,,System,
1073,2017-01-24T03:50:00,2017-01-24T03:55:00,Analyze Defect,,7,,Tester4,T3
1073,2017-01-24T03:58:00,2017-01-24T04:08:00,Repair (Complex),,,,SolverC1,
1073,2017-01-24T04:08:00,2017-01-24T04:16:00,Test Repair,TRUE,,0,Tester1,
1073,2017-01-24T04:25:00,2017-01-24T04:25:00,Inform User,,,,System,
1074,2017-01-23T05:13:00,2017-01-23T05:13:00,Register,,,,System,
1074,2017-01-23T05:13:00,2017-01-23T05:21:00,Analyze Defect,,8,,Tester6,T2
1074,2017-01-23T05:24:00,2017-01-23T06:09:00,Repair (Complex),,,,SolverC3,
1074,2017-01-23T05:54:00,2017-01-23T05:54:00,Inform User,,,,System,
1074,2017-01-23T06:09:00,2017-01-23T06:15:00,Test Repair,TRUE,,0,Tester1,
1075,2017-01-24T05:22:00,2017-01-24T05:22:00,Register,,,,System,
1075,2017-01-24T05:22:00,2017-01-24T05:29:00,Analyze Defect,,9,,Tester1,T2
1075,2017-01-24T05:30:00,2017-01-24T05:40:00,Repair (Complex),,,,SolverC2,
1075,2017-01-24T05:40:00,2017-01-24T05:46:00,Test Repair,TRUE,,0,Tester5,
1075,2017-01-24T05:54:00,2017-01-24T05:54:00,Inform User,,,,System,
1076,2017-01-23T18:02:00,2017-01-23T18:02:00,Register,,,,System,
1076,2017-01-23T18:02:00,2017-01-23T18:11:00,Analyze Defect,,7,,Tester2,T1
1076,2017-01-23T18:24:00,2017-01-23T19:14:00,Repair (Complex),,,,SolverC3,
1076,2017-01-23T18:45:00,2017-01-23T18:45:00,Inform User,,,,System,
1076,2017-01-23T19:14:00,2017-01-23T19:20:00,Test Repair,TRUE,,0,Tester3,
1078,2017-01-23T04:52:00,2017-01-23T04:52:00,Register,,,,System,
1078,2017-01-23T04:52:00,2017-01-23T04:57:00,Analyze Defect,,2,,Tester5,T1
1078,2017-01-23T04:59:00,2017-01-23T05:04:00,Repair (Simple),,,,SolverS1,
1078,2017-01-23T05:04:00,2017-01-23T05:10:00,Test Repair,FALSE,,1,Tester1,
1078,2017-01-23T05:17:00,2017-01-23T05:17:00,Restart Repair,,,,System,
1078,2017-01-23T05:17:00,2017-01-23T05:31:00,Repair (Simple),,,,SolverS2,
1078,2017-01-23T05:31:00,2017-01-23T05:39:00,Test Repair,TRUE,,2,Tester2,
1078,2017-01-23T05:39:00,2017-01-23T05:39:00,Inform User,,,,System,
1079,2017-01-23T02:29:00,2017-01-23T02:29:00,Register,,,,System,
1079,2017-01-23T02:29:00,2017-01-23T02:36:00,Analyze Defect,,8,,Tester3,T2
1079,2017-01-23T02:52:00,2017-01-23T03:41:00,Repair (Complex),,,,SolverC3,
1079,2017-01-23T02:54:00,2017-01-23T02:54:00,Inform User,,,,System,
1079,2017-01-23T03:41:00,2017-01-23T03:51:00,Test Repair,TRUE,,0,Tester3,
108,2017-01-04T17:12:00,2017-01-04T17:12:00,Register,,,,System,
108,2017-01-04T17:12:00,2017-01-04T17:19:00,Analyze Defect,,7,,Tester3,T1
108,2017-01-04T17:27:00,2017-01-04T18:07:00,Repair (Complex),,,,SolverC3,
108,2017-01-04T17:35:00,2017-01-04T17:35:00,Inform User,,,,System,
108,2017-01-04T18:07:00,2017-01-04T18:13:00,Test Repair,TRUE,,0,Tester1,
108,2017-01-04T18:20:00,2017-01-04T18:20:00,Archive Repair,TRUE,,0,System,
1080,2017-01-23T14:25:00,2017-01-23T14:25:00,Register,,,,System,
1080,2017-01-23T14:25:00,2017-01-23T14:34:00,Analyze Defect,,9,,Tester3,T1
1080,2017-01-23T14:54:00,2017-01-23T14:54:00,Inform User,,,,System,
1080,2017-01-23T14:58:00,2017-01-23T15:18:00,Repair (Complex),,,,SolverC2,
1080,2017-01-23T15:18:00,2017-01-23T15:24:00,Test Repair,TRUE,,0,Tester2,
1081,2017-01-24T00:29:00,2017-01-24T00:29:00,Register,,,,System,
1081,2017-01-24T00:29:00,2017-01-24T00:39:00,Analyze Defect,,7,,Tester1,T2
1081,2017-01-24T00:55:00,2017-01-24T01:15:00,Repair (Complex),,,,SolverC2,
1081,2017-01-24T01:15:00,2017-01-24T01:20:00,Test Repair,TRUE,,0,Tester2,
1081,2017-01-24T01:25:00,2017-01-24T01:25:00,Inform User,,,,System,
1082,2017-01-24T04:31:00,2017-01-24T04:31:00,Register,,,,System,
1082,2017-01-24T04:31:00,2017-01-24T04:37:00,Analyze Defect,,6,,Tester5,T1
1082,2017-01-24T04:53:00,2017-01-24T05:00:00,Repair (Simple),,,,SolverS1,
1082,2017-01-24T05:00:00,2017-01-24T05:09:00,Test Repair,FALSE,,1,Tester2,
1082,2017-01-24T05:15:00,2017-01-24T05:15:00,Restart Repair,,,,System,
1082,2017-01-24T05:15:00,2017-01-24T05:59:00,Repair (Complex),,,,SolverC3,
1082,2017-01-24T05:25:00,2017-01-24T05:25:00,Inform User,,,,System,
1082,2017-01-24T05:59:00,2017-01-24T06:06:00,Test Repair,TRUE,,1,Tester1,
1083,2017-01-23T19:23:00,2017-01-23T19:23:00,Register,,,,System,
1083,2017-01-23T19:23:00,2017-01-23T19:32:00,Analyze Defect,,8,,Tester3,T2
1083,2017-01-23T19:34:00,2017-01-23T19:52:00,Repair (Complex),,,,SolverC2,
1083,2017-01-23T19:48:00,2017-01-23T19:48:00,Inform User,,,,System,
1083,2017-01-23T19:52:00,2017-01-23T20:00:00,Test Repair,TRUE,,0,Tester4,
1084,2017-01-24T00:22:00,2017-01-24T00:22:00,Register,,,,System,
1084,2017-01-24T00:22:00,2017-01-24T00:31:00,Analyze Defect,,7,,Tester4,T3
1084,2017-01-24T00:51:00,2017-01-24T01:07:00,Repair (Complex),,,,SolverC1,
1084,2017-01-24T01:03:00,2017-01-24T01:03:00,Inform User,,,,System,
1084,2017-01-24T01:07:00,2017-01-24T01:12:00,Test Repair,TRUE,,0,Tester1,
1085,2017-01-24T03:02:00,2017-01-24T03:02:00,Register,,,,System,
1085,2017-01-24T03:02:00,2017-01-24T03:09:00,Analyze Defect,,4,,Tester1,T3
1085,2017-01-24T03:26:00,2017-01-24T03:38:00,Repair (Simple),,,,SolverS2,
1085,2017-01-24T03:38:00,2017-01-24T03:46:00,Test Repair,FALSE,,1,Tester2,
1085,2017-01-24T03:55:00,2017-01-24T03:55:00,Restart Repair,,,,System,
1085,2017-01-24T03:55:00,2017-01-24T04:03:00,Repair (Simple),,,,SolverS2,
1085,2017-01-24T03:59:00,2017-01-24T03:59:00,Inform User,,,,System,
1085,2017-01-24T04:03:00,2017-01-24T04:10:00,Test Repair,FALSE,,2,Tester2,
1085,2017-01-24T04:15:00,2017-01-24T04:15:00,Restart Repair,,,,System,
1085,2017-01-24T04:15:00,2017-01-24T04:27:00,Repair (Simple),,,,SolverS3,
1085,2017-01-24T04:27:00,2017-01-24T04:32:00,Test Repair,TRUE,,3,Tester3,
1089,2017-01-23T20:04:00,2017-01-23T20:04:00,Register,,,,System,
1089,2017-01-23T20:04:00,2017-01-23T20:12:00,Analyze Defect,,10,,Tester2,T1
1089,2017-01-23T20:22:00,2017-01-23T20:34:00,Repair (Complex),,,,SolverC1,
1089,2017-01-23T20:34:00,2017-01-23T20:40:00,Test Repair,TRUE,,0,Tester1,
1089,2017-01-23T21:00:00,2017-01-23T21:00:00,Inform User,,,,System,
109,2017-01-03T10:10:00,2017-01-03T10:10:00,Register,,,,System,
109,2017-01-03T10:10:00,2017-01-03T10:15:00,Analyze Defect,,6,,Tester6,T3
109,2017-01-03T10:36:00,2017-01-03T10:45:00,Repair (Simple),,,,SolverS2,
109,2017-01-03T10:45:00,2017-01-03T10:52:00,Test Repair,FALSE,,1,Tester5,
109,2017-01-03T10:57:00,2017-01-03T10:57:00,Inform User,,,,System,
109,2017-01-03T11:01:00,2017-01-03T11:01:00,Restart Repair,,,,System,
109,2017-01-03T11:01:00,2017-01-03T11:06:00,Repair (Simple),,,,SolverS1,
109,2017-01-03T11:06:00,2017-01-03T11:14:00,Test Repair,FALSE,,2,Tester3,
109,2017-01-03T11:21:00,2017-01-03T11:21:00,Restart Repair,,,,System,
109,2017-01-03T11:21:00,2017-01-03T11:39:00,Repair (Complex),,,,SolverC2,
109,2017-01-03T11:39:00,2017-01-03T11:46:00,Test Repair,TRUE,,2,Tester5,
109,2017-01-03T11:53:00,2017-01-03T11:53:00,Archive Repair,TRUE,,2,System,
1091,2017-01-23T11:06:00,2017-01-23T11:06:00,Register,,,,System,
1091,2017-01-23T11:06:00,2017-01-23T11:15:00,Analyze Defect,,4,,Tester1,T3
1091,2017-01-23T11:35:00,2017-01-23T11:47:00,Repair (Simple),,,,SolverS2,
1091,2017-01-23T11:45:00,2017-01-23T11:45:00,Inform User,,,,System,
1091,2017-01-23T11:47:00,2017-01-23T11:54:00,Test Repair,TRUE,,1,Tester6,
1092,2017-01-24T05:50:00,2017-01-24T05:50:00,Register,,,,System,
1092,2017-01-24T05:50:00,2017-01-24T05:56:00,Analyze Defect,,1,,Tester1,T3
1092,2017-01-24T06:13:00,2017-01-24T06:13:00,Inform User,,,,System,
1092,2017-01-24T06:15:00,2017-01-24T06:20:00,Repair (Simple),,,,SolverS1,
1092,2017-01-24T06:20:00,2017-01-24T06:30:00,Test Repair,FALSE,,1,Tester6,
1092,2017-01-24T06:37:00,2017-01-24T06:37:00,Restart Repair,,,,System,
1092,2017-01-24T06:37:00,2017-01-24T06:55:00,Repair (Simple),,,,SolverS3,
1092,2017-01-24T06:55:00,2017-01-24T07:04:00,Test Repair,TRUE,,2,Tester3,
1093,2017-01-23T22:15:00,2017-01-23T22:15:00,Register,,,,System,
1093,2017-01-23T22:15:00,2017-01-23T22:20:00,Analyze Defect,,2,,Tester2,T2
1093,2017-01-23T22:35:00,2017-01-23T22:35:00,Inform User,,,,System,
1093,2017-01-23T22:35:00,2017-01-23T22:45:00,Repair (Simple),,,,SolverS2,
1093,2017-01-23T22:45:00,2017-01-23T22:51:00,Test Repair,FALSE,,1,Tester5,
1093,2017-01-23T22:56:00,2017-01-23T22:56:00,Restart Repair,,,,System,
1093,2017-01-23T22:56:00,2017-01-23T23:05:00,Repair (Simple),,,,SolverS2,
1093,2017-01-23T23:05:00,2017-01-23T23:11:00,Test Repair,TRUE,,2,Tester2,
1095,2017-01-24T09:56:00,2017-01-24T09:56:00,Register,,,,System,
1095,2017-01-24T09:56:00,2017-01-24T10:04:00,Analyze Defect,,7,,Tester3,T2
1095,2017-01-24T10:05:00,2017-01-24T10:16:00,Repair (Complex),,,,SolverC1,
1096,2017-01-23T13:24:00,2017-01-23T13:24:00,Register,,,,System,
1096,2017-01-23T13:24:00,2017-01-23T13:34:00,Analyze Defect,,3,,Tester1,T1
1096,2017-01-23T13:50:00,2017-01-23T14:03:00,Repair (Simple),,,,SolverS3,
1096,2017-01-23T14:03:00,2017-01-23T14:12:00,Test Repair,TRUE,,1,Tester2,
1096,2017-01-23T14:06:00,2017-01-23T14:06:00,Inform User,,,,System,
1097,2017-01-23T21:15:00,2017-01-23T21:15:00,Register,,,,System,
1097,2017-01-23T21:15:00,2017-01-23T21:25:00,Analyze Defect,,1,,Tester3,T2
1097,2017-01-23T21:29:00,2017-01-23T21:35:00,Repair (Simple),,,,SolverS1,
